circ_id	circ_name	logFC	logCPM	LR	PValue	DE	FDR
1:106923369|106926988	sus_circNARS1_12	5.53024312011699	-2.62542769974872	34.7336719510312	3.78036073024286e-09	1	7.71366855503013e-06
1:109970586|109980151	sus_circVPS13C_17	5.73159086088812	-2.43108307333441	37.2302916205567	1.04970502121137e-09	1	2.57025522968709e-06
1:115553445|115579538	sus_circTEX9_17	3.28406115528978	1.48671648528034	19.0818174855121	1.25232334032562e-05	1	0.00447646177365592
1:115553445|115585772	sus_circTEX9_19	2.67361766300561	-0.967560893689895	12.9862455290439	0.000313787534823165	1	0.0457335993090037
1:115553445|115587291	sus_circTEX9_20	3.7439514815136	-4.23520631522288	13.212378925519	0.0002781061513049	1	0.0423612327699915
1:115575635|115579538	sus_circTEX9_24	4.75675152533499	-2.02365265511714	30.9634752949967	2.62930184172292e-08	1	3.38840896028982e-05
1:115575635|115585772	sus_circTEX9_27	4.09486056228553	-4.03489478009725	16.4170030597251	5.08272529951331e-05	1	0.0124310789395927
1:115791744|115820705	sus_circRFX7_5	3.40256725726776	-3.1851078467394	16.2752421498082	5.47749772564704e-05	1	0.0130529703709324
1:11656690|11658867	sus_circTIAM2_5	2.83244486046585	-2.24116273805988	13.4824574299774	0.000240804217732565	1	0.0379265820080061
1:121192913|121216490	sus_circTRPM7_61	-3.44556635091562	-3.56179316533223	13.740747908561	0.000209851922879927	-1	0.0343756888507134
1:129106542|129114618	sus_circTMEM87A_3	3.49993228657786	-2.26297886598403	12.8960689170497	0.000329272989768329	1	0.0472868844045303
1:129988313|129990525	sus_circNDUFAF1_6	3.71988100615479	-3.51856716328415	17.1016892342172	3.54307773850017e-05	1	0.00948131475038753
1:138371349|138417939	sus_circMEF2A_6	3.88097949212092	-3.91079222165759	15.9341343755428	6.55851983789587e-05	1	0.0151208698334158
1:145950262|145964893	sus_circNFATC1_5	3.95471899974282	-3.05173067426317	20.8200082689428	5.04531166917858e-06	1	0.00218649520133933
1:145962448|145964893	sus_circNFATC1_9	2.9389498980274	-2.31879319351725	14.2641145306482	0.000158864943994381	1	0.0281875912041625
1:159375767|159381432	sus_circPIGN_47	3.57856288400186	-3.7595966955705	14.938492422459	0.000111073454979622	1	0.0222925334582257
1:162285776|162291108	sus_circALPK2_20	5.34298990186524	-2.77043717931863	32.4792382416197	1.20472715815509e-08	1	1.90877235497512e-05
1:165111743|165114652	sus_circSMAD3_3	5.6867315068623	-2.01987661371033	38.9746297906807	4.29349088646019e-10	1	1.31410338875526e-06
1:169453679|169482865	sus_circMYO9A_71	3.868284726675	-2.43392952999814	21.9202081039446	2.84225099230507e-06	1	0.00135793047165046
1:169468880|169482865	sus_circMYO9A_80	2.64020566814815	-0.166041576269635	12.8777060721644	0.000332519567001274	1	0.0476134962445012
1:169821469|169829760	sus_circENSSSCG00000004983_25	3.18790975458056	-0.634637058690764	17.7457369529475	2.52482634140228e-05	1	0.00753922382712262
1:182134580|182139525	sus_circTXNDC16_15	4.32789153977063	-4.17681055197814	16.5841108720779	4.65392989364899e-05	1	0.0116875692729172
1:189746194|189748073	sus_circMNAT1_2	3.46312097908446	-2.57751850028036	18.1690115211482	2.0214132460823e-05	1	0.00649118872615713
1:219191678|219198006	sus_circVLDLR_5	3.50028140890614	-2.52904830590054	18.5538415704804	1.65172012476828e-05	1	0.00559767378754516
1:219193192|219198006	sus_circVLDLR_8	4.15465482384085	-2.444707692095	24.3529438610065	8.02040824020054e-07	1	0.000491043423772843
1:22274446|22285821	sus_circHIVEP2_12	3.81749372768832	-4.20262432296474	13.7884491938232	0.000204590227202809	1	0.0338754814926758
1:228032343|228037829	sus_circC9orf40_12	3.73679113257646	-1.70286798180118	22.1115269623731	2.57260330888332e-06	1	0.00125982956639325
1:230091380|230101283	sus_circVPS13A_3	4.47672180476627	2.26667577900571	31.7424636441596	1.76031003076511e-08	1	2.46297550047423e-05
1:230250825|230260047	sus_circVPS13A_122	3.12023906035893	-3.59286375330278	12.7506720455788	0.000355881269945193	1	0.049894451248826
1:230250825|230273337	sus_circVPS13A_124	3.67683971551475	-3.27043276700475	17.94530837975	2.27344106604986e-05	1	0.00710526684905581
1:230259235|230273337	sus_circVPS13A_143	4.78166489754635	-2.11006588792281	30.9264282590649	2.67997341132506e-08	1	3.40885656950648e-05
1:230266504|230273337	sus_circVPS13A_151	3.45118824775561	-3.72189735121099	14.3633773079967	0.000150705118773521	1	0.0275700483124359
1:241822757|241824281	sus_circERP44_13	4.27155582293077	-2.28290801802807	25.9094497866772	3.57813230671752e-07	1	0.000250321024560377
1:242592942|242607645	sus_circENSSSCG00000050727_3	-3.6398007590276	-3.27876237609232	16.382902889581	5.17499236979691e-05	-1	0.0125447846098388
1:248463645|248468871	sus_circRAD23B_2	2.72064543784138	-1.77266072153345	12.9741620414853	0.000315819175711651	1	0.0458931182604608
1:260531642|260533735	sus_circCDK5RAP2_15	4.99250462848261	-3.71283148722723	23.9597259167469	9.83720830497183e-07	1	0.000570104056689675
1:264019073|264020783	sus_circRABGAP1_69	3.2731788846758	-1.20473029869517	18.2348698953627	1.95270909560692e-05	1	0.00631888715556215
1:264094123|264109507	sus_circSTRBP_35	4.85568085016357	-3.7884386378952	22.4823842135082	2.12079603351178e-06	1	0.00107624354981456
1:273771031|273777030	sus_circRXRA_2	4.29179910583603	-3.05481105871404	23.391905520204	1.32133370494269e-06	1	0.000718967031830538
1:33672928|33681370	sus_circARHGAP18_18	3.0759327074497	-3.24566069952242	13.6552597537593	0.000219625241238319	1	0.0356134691678203
1:39257585|39277175	sus_circTRDN_9	3.84189193594375	-3.25982530639297	19.1809316258997	1.18895142299014e-05	1	0.00429698451182658
1:39426717|39441609	sus_circTRDN_30	5.86039084796368	-2.32707702734137	38.8221145276836	4.64238553803837e-10	1	1.33730742460751e-06
1:40116745|40119904	sus_circSERINC1_2	3.05027052869736	-2.81614200766537	14.317848126652	0.000154394065560552	1	0.0278997482825306
1:52134346|52179177	sus_circRIMS1_39	3.26216059432161	-1.0094302286062	18.2857498482254	1.90124078818866e-05	1	0.00622780352096233
1:54494181|54502778	sus_circSNX14_61	4.3927550854351	-0.705411805869562	29.7136033146192	5.00821433531889e-08	1	5.58019943765786e-05
1:56049753|56052896	sus_circENSSSCG00000004307_4	3.05088915317825	-3.36035260445991	13.1092056452484	0.000293848258305762	1	0.0441412363726733
1:71053397|71055262	sus_circHACE1_31	3.93912997871237	-3.67606533313979	17.6658870231884	2.63306710223774e-05	1	0.00774239547699647
1:79882324|79886038	sus_circHDAC2_17	3.83290657466378	-4.21381374836392	13.8652155629706	0.000196400071679229	1	0.0328701196487157
1:79885359|79886038	sus_circHDAC2_20	2.85729645358821	-2.38968236388554	13.4704275560406	0.000242353077034726	1	0.0379980810695719
1:82875117|82891579	sus_circME1_14	4.42733911851201	-2.20024297167994	27.4461758303572	1.6152796298987e-07	1	0.000137568450010033
