circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	W180_1SF	W180_2SF	W180_3SF	W180_1PF	W180_2PF	W180_3PF	Z180_1SF	Z180_2SF	Z180_3SF	Z180_1PF	Z180_2PF	Z180_3PF
sus_circ13:173590424|173593189	13:173590424|173593189	1.93602468822347	4.64029130270227	1.39842740836295	3.3182210781569	0.00090592750349761	0.0429755721322124	0	1.14686921055261	0	2.23668486211131	7.56987845583221	12.2788637301855	0	0	0	0	0	0
sus_circ13:173598529|173601872	13:173598529|173601872	7.66508379420015	3.12369015907645	0.723538769008352	4.31723950792248	1.57992694266169e-05	0.00238230412568488	11.3976364500679	13.7624305266313	29.0979146137506	4.02603275180036	7.56987845583221	17.0539774030354	3.62117182100251	0	0	1.59831068231007	3.85365282597132	0
sus_circ7:78055271|78056399	7:78055271|78056399	17.144713556387	1.3894240819605	0.383958765645754	3.61868045810524	0.000296108986380317	0.0195339396952765	22.7952729001359	36.6998147376834	30.4835295953578	21.9195116486908	17.0322265256225	20.4647728836425	5.79387491360401	12.0227778919732	16.970126913364	10.3890194350155	3.85365282597132	7.3119824055829
sus_circ8:85769729|85774255	8:85769729|85774255	2.5622433153699	4.41235779341141	1.18167586569943	3.733983168726	0.000188475095131156	0.0144680336662498	6.83858187004077	4.58747684221043	9.69930487125021	0.447336972422262	0.946234806979026	7.50375005733558	0.724234364200501	0	0	0	0	0
sus_circACACA_110	12:38796303|38800438	96.2235357494392	2.26739534650252	0.473495685516556	4.7886293705695	1.67924292542198e-06	0.000373145454270083	246.188947321468	119.274397897471	182.901177572147	133.306417781834	135.311577398001	139.160455608769	11.587749827208	37.070231833584	58.9913935559797	2.39746602346511	65.5120980415124	22.980516131832
sus_circACBD5_18	10:48903085|48907143	2.17894857481215	4.71898693446551	1.25199904400777	3.76916177136972	0.00016379670484626	0.0138253971155223	4.55905458002718	0	11.0849198528574	1.78934788968905	1.89246961395805	6.82159096121417	0	0	0	0	0	0
sus_circACSS3_3	5:100294418|100311221	21.7702740331968	1.66342006735692	0.487510109171204	3.41207297256837	0.000644708519579504	0.0344551818944894	27.3543274801631	20.6436457899469	26.3266846505363	46.075708159493	54.8816188047835	22.5112501720067	5.06964054940351	5.00949078832216	20.2025320397191	1.59831068231007	9.6341320649283	21.9359472167487
sus_circACTR6_12	5:83923357|83925966	2.90198604627322	4.67003382697471	1.12175853221229	4.16313644413709	3.13905658117378e-05	0.00401608996536839	6.83858187004077	1.14686921055261	6.92807490803586	10.7360873381343	0.946234806979026	7.50375005733558	0.724234364200501	0	0	0	0	0
sus_circANKEF1_8	17:18971972|18974386	2.18863490572869	4.20219992095721	1.11719485241856	3.7613849650847	0.000168975130664651	0.0138253971155223	2.27952729001359	9.17495368442086	5.54245992642869	2.23668486211131	1.89246961395805	4.0929545767285	0	0	0	0	0	1.04456891508327
sus_circC18orf25_1	1:95846715|95847499	18.7393588340908	1.72308456555094	0.36857762251221	4.67495707907187	2.9401510380545e-06	0.000560717203533171	41.0314912202446	30.9654686849204	37.4116045033937	16.998804952046	26.4945745954127	20.4647728836425	7.24234364200501	13.0246760496376	4.84860768953258	7.19239807039534	7.70730565194264	11.490258065916
sus_circCDC42BPA_100	10:14786194|14794270	6.50974189216732	6.2959098596101	0.965847182295121	6.51853623950041	7.09967861117753e-11	4.99580718273192e-08	18.2362183201087	6.88121526331564	18.0129947608932	8.05206550360072	8.51611326281123	18.4182955952782	0	0	0	0	0	0
sus_circCDK19_37	1:76723120|76750287	14.865631153227	1.92089165824659	0.39034129825464	4.92105669278555	8.60781894211023e-07	0.000213777715138761	18.2362183201087	32.112337895473	19.3986097425004	21.4721746762686	32.1719834372869	17.7361364991568	6.51810927780451	9.01708341897989	9.69721537906516	3.99577670577519	3.85365282597132	4.17827566033308
sus_circCEP162_43	1:53397627|53413955	3.55268246203896	5.45266080811418	0.989735297969864	5.50921121970554	3.60445190967784e-08	1.69088844029554e-05	6.83858187004077	8.02808447386825	6.92807490803586	6.71005458633393	6.62364364885318	7.50375005733558	0	0	0	0	0	0
sus_circCOG3_34	11:21789455|21805764	3.28327108526498	3.09539103009819	0.908185646585743	3.40832410392642	0.000653632099608487	0.0344954340568379	0	6.88121526331564	2.77122996321435	8.05206550360072	5.67740884187416	11.5967046340641	0.724234364200501	0	0.808101281588763	0.799155341155037	0	2.08913783016654
sus_circDCAF6_2	4:82918471|82923165	4.83786877449419	4.84686265648348	0.974494737270452	4.97371865758812	6.5680612291194e-07	0.000177227100248282	15.9566910300951	12.6155613160787	6.92807490803586	9.3940764208675	4.73117403489513	6.82159096121417	0	0	0.808101281588763	0.799155341155037	0	0
sus_circDCP2_32	2:116783862|116793088	16.11760380304	1.78735487334177	0.378100566890566	4.72719437593196	2.27643328545282e-06	0.000480555066559091	25.0748001901495	18.3499073688417	24.9410696689291	26.8402183453357	33.1182182442659	21.1469319797639	5.06964054940351	5.00949078832216	10.5053166606539	3.99577670577519	5.78047923895698	13.5793958960825
