circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M180_1SF	M180_2SF	M180_3SF	M180_1PF	M180_2PF	M180_3PF	W180_1SF	W180_2SF	W180_3SF	W180_1PF	W180_2PF	W180_3PF
sus_circ12:11206967|11212882	12:11206967|11212882	1.96067941045247	4.43455803833258	1.2755259592087	3.47665055839682	0.000507719075229402	0.033031916141765	1.97758430870337	8.80852760570432	0	3.70224386856863	7.77221617484211	1.2675809676112	0	0	0	0	0	0
sus_circ9:31520031|31521019	9:31520031|31521019	2.89598596367562	4.42924035613337	1.18398205542619	3.74096916066775	0.000183312015391894	0.0170071871454177	0	5.60542665817548	2.40444855352224	1.48089754742745	10.3629548997895	13.9433906437232	0	0	0	0	0.954713261469496	0
sus_circAACS_14	14:28137986|28149282	2.58475149778302	4.81865426387268	1.13568207403369	4.24296057325083	2.20590202070189e-05	0.00325853089120558	10.8767136978685	7.2069771319399	1.60296570234816	6.66403896342354	0.863579574982457	3.80274290283361	0	0	0	0	0	0
sus_circAASS_5	18:24985702|25003037	11.8958284608473	1.4560563560397	0.428310294552048	3.39953621138744	0.000675002411394297	0.0398842049832605	16.8094666239786	18.4178304482909	14.4266913211335	9.62583405827844	31.0888646993684	13.9433906437232	6.69095107573961	9.04449783315166	2.69960420531715	3.99158746752582	8.59241935322546	7.41880380043453
sus_circADAMTS12_43	16:19906267|19906628	49.8140712803541	2.25391100594248	0.391979150945975	5.75007880011743	8.92018639650372e-09	5.27071513703414e-06	118.655058522202	69.6674456087524	117.016496271416	55.5336580285295	65.6320476986667	72.2521151538386	0	20.3501201245912	9.44861471861002	13.3052915584194	18.1395519679204	37.768455711303
sus_circAEMK02000561.1:44849|51101	AEMK02000561.1:44849|51101	118.981957817933	25.4032974797684	3.0033973348563	8.45818739497011	2.71565475901355e-17	6.41845002292853e-14	416.281496982059	428.414751731983	0	0	0	583.087245101153	0	0	0	0	0	0
sus_circAPBB2_6	8:31993513|31997428	10.7497324419009	2.925850482979	0.5815331172569	5.03127061237763	4.87239833894907e-07	0.000143948918426327	29.6637646305505	30.429459001524	8.8163113629149	9.62583405827844	22.4530689495439	12.675809676112	0	1.13056222914396	6.74901051329287	1.33052915584194	4.77356630734748	1.34887341826082
sus_circBRD4_9	2:62312200|62313757	7.34010886848752	4.46063231291895	0.802038693710065	5.56161734826656	2.6728585460249e-08	1.40384470522886e-05	20.7646352413854	16.8162799745264	12.8237256187853	11.8471803794196	12.9536936247369	7.60548580566722	2.23031702524654	1.13056222914396	0	0	1.90942652293899	0
sus_circCYTH3_4	3:4974527|4985274	14.9789564905728	2.25526395323888	0.551723153349408	4.08767320991986	4.35721336252866e-05	0.00572126321240916	27.6861803218471	42.4410875547572	12.8237256187853	23.6943607588392	37.9975012992281	3.80274290283361	2.23031702524654	7.9139356040077	9.44861471861002	2.66105831168388	0.954713261469496	8.09324050956494
sus_circEFNB2_3	11:74209709|74209992	21.8392772943543	1.72048829130721	0.51327880995618	3.35195659344304	0.00080242598802262	0.0451555672069396	88.0025017372999	42.4410875547572	28.8533826422669	11.8471803794196	15.5444323496842	13.9433906437232	6.69095107573961	20.3501201245912	14.8478231292443	8.42668465366562	5.72827956881697	5.39549367304329
