circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	W30_1SF	W30_2SF	W30_3SF	W30_1PF	W30_2PF	W30_3PF	Y30_1SF	Y30_2SF	Y30_3SF	Y30_1PF	Y30_2PF
sus_circ15:6706213|6711395	15:6706213|6711395	12.0574816027643	1.77833796154877	0.543723346702415	3.27066691605957	0.0010729420255655	0.0441347495889332	22.0897694293749	13.0857441029181	18.7866139530564	19.320058569292	22.054089949337	10.8758606763915	8.561369218953	0.890911816227309	1.07753139233423	13.1305433757478	2.75980514677488
sus_circ9:121637358|121643233	9:121637358|121643233	3.25633854494208	5.03868561791441	1.14408085430625	4.40413419991174	1.0620718498295e-05	0.00134230954273515	10.3951856138235	10.4685952823345	3.4157479914648	1.84000557802781	5.2509737974612	4.44921573125105	0	0	0	0	0
sus_circABCA6_36	12:11253178|11268222	39.7684630415954	1.96930141686881	0.416977164018447	4.72280399696346	2.32615010143183e-06	0.000437398686236857	41.580742455294	58.8858484631315	46.9665348826409	59.8001812859039	95.5677231137938	57.3454472027913	25.684107656859	26.7273544868193	2.15506278466846	15.1506269720167	7.58946415363091
sus_circACACA_110	12:38796303|38800438	64.7149200416817	2.67816242491382	0.467488689159746	5.72882828401152	1.01126695654106e-08	3.09672414691907e-06	142.933802190073	62.811571694007	187.866139530564	37.7201143495701	129.173955417545	68.7156651826551	25.684107656859	15.1455008758643	3.23259417700269	30.3012539440334	8.27941544032463
sus_circATAD2B_130	3:114813776|114839309	7.13499509212603	2.45038409790094	0.614355565539716	3.98854382599799	6.64801221534206e-05	0.00614671282870512	14.2933802190073	15.7028929235017	6.83149598292959	13.8000418352086	10.5019475949224	7.41535955208509	1.22305274556471	1.78182363245462	2.15506278466846	2.02008359626889	2.75980514677488
sus_circATRX_46	X:61688015|61691522	5.83431633122174	2.66744878318796	0.704651131995684	3.78548853761623	0.000153406905551612	0.0124349832853012	9.09578741209555	11.7771696926263	4.26968498933099	7.36002231211125	11.5521423544146	12.8532898902808	0	1.78182363245462	1.07753139233423	3.03012539440334	1.37990257338744
sus_circBTBD7_29	7:114673750|114675741	31.9802508803634	2.0046943342661	0.424894738404669	4.71809639675234	2.38061694250829e-06	0.000437398686236857	85.7602813140438	83.748762258676	45.2586608869085	34.0401031935145	22.054089949337	21.2573640493106	8.561369218953	14.2545890596369	14.007908100345	11.1104597794789	11.7291718737932
sus_circCARF_13	15:106414678|106437731	6.90461774329838	2.29711249684696	0.647796923999323	3.54603798157178	0.000391069837005149	0.0215557694157238	16.8921766224632	3.92572323087544	9.39330697652819	14.7200446242225	7.35136331644568	12.8532898902808	1.22305274556471	1.78182363245462	0	5.05020899067223	2.75980514677488
sus_circCPQ_27	4:39934333|39947397	2.35177343190152	3.98804834076068	1.22961971933608	3.24331846508934	0.00118146072659473	0.0478839082719865	3.89819460518381	6.54287205145906	3.4157479914648	0	4.20077903796896	6.92100224861275	0	0.890911816227309	0	0	0
sus_circDCAF6_2	4:82918471|82923165	3.75116994677543	5.29241928596649	1.09518807362149	4.83242961956834	1.34876800485505e-06	0.000285938817029271	3.89819460518381	10.4685952823345	5.97755898506339	3.68001115605562	7.35136331644568	9.88714606944678	0	0	0	0	0
sus_circDPM1_15	17:52366197|52380221	35.7790076279272	8.53623059936617	1.31357818716804	6.49845641679659	8.11482961604713e-11	4.47289408436518e-08	161.125377014264	7.85144646175087	49.5283458762395	73.6002231211125	10.5019475949224	90.9617438389104	0	0	0	0	0
sus_circDPM1_17	17:52366308|52380221	2.49447742689287	4.05604762565614	1.14187521533952	3.55209358357964	0.000382178908616742	0.0215557694157238	3.89819460518381	6.54287205145906	2.5618109935986	6.44001952309734	3.15058427847672	3.95485842777871	0	0.890911816227309	0	0	0
sus_circEHBP1_10	3:78952890|78971884	40.1229376704327	1.70701262371584	0.365667233017061	4.66821325397837	3.03830447783981e-06	0.000523347946307908	85.7602813140438	51.0344020013807	56.3598418591691	52.4401589737926	68.2626593669956	39.0542269743148	14.6766329467766	7.12729452981847	9.69778253100808	27.27112854963	29.6679053278299
sus_circEHBP1_14	3:78952890|78998646	3.47305724031483	5.13895595392572	1.13373489789202	4.53276684300773	5.82160627613756e-06	0.000844439310370269	7.79638921036762	13.0857441029181	6.83149598292959	1.84000557802781	4.20077903796896	4.44921573125105	0	0	0	0	0
sus_circENSSSCG00000001229_18	7:22889305|22956239	4.6174809049929	5.58853208355953	1.26948167544318	4.40221563781815	1.07150979463618e-05	0.00134230954273515	1.29939820172794	1.30857441029181	9.39330697652819	0.920002789013906	30.455648025275	7.41535955208509	0	0	0	0	0
sus_circENSSSCG00000012693_6	X:110890003|110963021	3.22755926858407	5.05015897332727	1.23141285101325	4.10110952567356	4.11173875123954e-05	0.00435844307631392	10.3951856138235	10.4685952823345	5.12362198719719	0	2.10038951898448	7.41535955208509	0	0	0	0	0
sus_circENSSSCG00000037808,ENSSSCG00000033730_1	4:110413324|110456880	3.09234665081954	4.9765750536707	1.31834145054459	3.77487566033438	0.000160087493806393	0.0126057466551548	15.5927784207352	1.30857441029181	0	8.28002510112515	7.35136331644568	1.48307191041702	0	0	0	0	0
sus_circFAN1_16	1:143941637|143956550	2.14469826939497	4.49799048957169	1.22539300064605	3.67065136425643	0.000241933148365921	0.0170966091511918	6.49699100863968	1.30857441029181	5.12362198719719	3.68001115605562	1.05019475949224	5.93228764166807	0	0	0	0	0
sus_circFGFR2,ATE1_21	14:131556704|131576631	5.56568215517234	2.39658665466535	0.703233237975189	3.40795418254947	0.000654518836459597	0.0305451639993911	12.9939820172794	6.54287205145906	11.9551179701268	7.36002231211125	9.45175283543016	4.94357303472339	0	2.67273544868193	3.23259417700269	0	2.06985386008116
sus_circGBE1_9	13:173686827|173770537	7.22461429143007	3.11369489556581	0.843359462482531	3.69201394432721	0.000222485263239004	0.0161360364601762	29.8861586397425	18.3200417440854	10.2472439743944	3.68001115605562	7.35136331644568	2.96614382083403	2.44610549112943	3.56364726490924	0	1.01004179813445	0
sus_circKCTD9_13	14:9478895|9498411	19.7146249050889	1.76656267029781	0.435379541264944	4.05752338560804	4.95958524113957e-05	0.00506245071280765	45.4789370604778	34.0229346675871	11.9551179701268	23.9200725143616	36.7568165822284	21.7517213527829	14.6766329467766	10.6909417947277	5.38765696167115	8.08033438507556	4.13970772016232
