circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M180_1SF	M180_2SF	M180_3SF	M180_1PF	M180_2PF	M180_3PF	Y180_1SF	Y180_2SF	Y180_3SF	Y180_1PF	Y180_2PF	Y180_3PF
sus_circAEMK02000561.1:44849|51101	AEMK02000561.1:44849|51101	95.9699943585454	24.4958258273387	3.00339444896301	8.15604684752496	3.4616822135199e-16	1.37532634343145e-12	334.742102900575	361.439313093148	0	0	0	455.458516308822	0	0	0	0	0	0
sus_circATRX_46	X:61688015|61691522	10.5084962770978	2.18291590608059	0.455299491632735	4.79446154936941	1.63112344796902e-06	0.000324022672939046	17.4924614342343	14.1873375232825	17.062552488311	22.5313760920583	13.5789387096429	18.8124169779731	4.80524210038675	3.12980134961058	3.91768261064164	2.02341688652642	3.97475521510682	4.58597393739984
sus_circBRD4_9	2:62312200|62313757	6.1515712553893	3.44600622673882	0.784749465885722	4.39121831430547	1.12717294345285e-05	0.00172240696320698	16.69734955086	14.1873375232825	10.1111422152954	9.24364147366495	10.1842040322322	5.94076325620202	0.800873683397792	4.69470202441588	1.95884130532082	0	0	0
sus_circCREBRF_6	16:51162445|51183322	5.96115663635261	2.79874997769607	0.737811150285635	3.79331482942832	0.000148649491413868	0.0116109285815007	16.69734955086	15.5385125254998	5.0555711076477	11.5545518420812	6.11052241933932	5.94076325620202	1.60174736679558	3.12980134961058	3.91768261064164	0	1.98737760755341	0
sus_circCYTH3_4	3:4974527|4985274	11.5384180399116	2.78339458660235	0.655679522630845	4.24505339961552	2.18541369908795e-05	0.00299401676775049	22.2631327344801	35.8061375587605	10.1111422152954	18.4872829473299	29.8736651612144	2.97038162810101	4.00436841698896	6.25960269922117	1.95884130532082	0	5.96213282266024	0.764328989566641
sus_circDZIP1L_4	13:78881041|78881367	4.64441456568416	4.80454761285503	1.05568615408838	4.55111359967009	5.33627252002067e-06	0.000921783074871396	19.8777970843572	16.8896875277172	5.68751749610367	2.8886379605203	5.43157548385717	2.97038162810101	0	0	0	0	1.98737760755341	0
sus_circEFNB2_3	11:74209709|74209992	16.6398227839755	2.08419819326487	0.553175458983929	3.76769822199474	0.000164759704091212	0.0125882750837382	70.7649576203116	35.8061375587605	22.7500699844147	9.24364147366495	12.2210448386786	10.891399303037	8.80961051737571	10.954304723637	5.87652391596246	3.03512532978964	3.97475521510682	5.35030292696649
sus_circEHBP1_27	3:78998506|79012545	6.09433456735338	2.80812565393821	0.71407534782706	3.93253409809395	8.40550521132565e-05	0.00813607347429689	12.7217901339886	10.809400017739	8.84724943838348	19.065010539434	2.71578774192859	9.90127209367004	1.60174736679558	0	3.91768261064164	2.02341688652642	0	1.52865797913328
sus_circENSSSCG00000014969_2	9:27836847|27837513	33.027223022025	1.25305608250335	0.282602683289719	4.43398508434806	9.25070290455714e-06	0.00147012170559222	45.3213773523344	56.7493500931298	53.0834966303009	28.3086520130989	55.673648709536	40.5952155840472	23.225336818536	14.0841060732476	19.5884130532082	17.1990435354746	21.8611536830875	20.6368827182993
sus_circENSSSCG00000015313_17	9:72153385|72160471	24.3063086209964	2.53630837091701	0.370617140006688	6.8434729458849	7.72959279682103e-12	6.14193443635399e-09	32.5995872183458	43.9131875720648	56.8751749610367	45.6404797762207	33.2683998386252	37.6248339559462	3.20349473359117	7.82450337402646	1.95884130532082	10.1170844326321	7.94951043021365	10.700605853933
