circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M180_1SF	M180_2SF	M180_3SF	M180_1PF	M180_2PF	M180_3PF	Z180_1SF	Z180_2SF	Z180_3SF	Z180_1PF	Z180_2PF	Z180_3PF
sus_circ7:78055271|78056399	7:78055271|78056399	23.998310054317	1.95153310208569	0.368756417420949	5.29220105709495	1.20852919700137e-07	5.01690682905195e-05	36.8227045455529	35.1761775247385	40.7092062625089	21.8204822349874	54.9848429422121	39.5801942698166	6.12993304473328	12.7829453777565	17.4774846166718	10.9239919953001	3.968115004507	7.60364283301892
sus_circ9:31520031|31521019	9:31520031|31521019	3.21326232533445	4.17849486832689	1.16417511566523	3.58923224874055	0.000331653274062497	0.0174828654470088	0	6.31367288905562	2.5984599742027	1.55860587392767	10.9969685884424	15.013177136827	0	0	0	0	0.992028751126751	1.08623469043127
sus_circ9:31520031|31548885	9:31520031|31548885	2.55177331114323	3.85299683836343	1.19658002022036	3.22000766622684	0.00128187168683859	0.0392326202604105	0	5.41171961919053	2.5984599742027	2.33790881089151	12.8297966865162	5.45933714066436	0	0	0	0	1.9840575022535	0
sus_circACACA_110	12:38796303|38800438	94.859374952807	2.17854366959601	0.461370721591264	4.72189405968855	2.33658389747412e-06	0.000484987195219471	176.532377674269	200.23362591005	101.339938993905	112.219622922793	194.279778395816	147.402102797938	12.2598660894666	39.4140815814158	60.7550655722402	2.52092122968464	67.457955076619	23.897163189488
sus_circACACA_78	12:38741143|38744279	3.76714136524514	2.79525358968401	0.858645384421076	3.25542259982991	0.00113223753161602	0.0392326202604105	2.16604144385606	8.1175794287858	7.79537992260809	3.11721174785535	4.58207024518434	13.6483428516609	0	2.13049089629275	1.66452234444494	0	1.9840575022535	0
sus_circACBD5_18	10:48903085|48907143	2.17022870731287	4.67868601988093	1.23046086875188	3.80238505644375	0.000143309761152098	0.0091577842018114	11.9132279412083	3.60781307946035	3.46461329893693	1.55860587392767	5.49848429422121	0	0	0	0	0	0	0
sus_circACSS3_3	5:100294418|100311221	22.8783809702028	1.67129319041755	0.476257941853607	3.5092185211922	0.00044942548891042	0.021949147774581	23.8264558824166	41.4898504137941	14.7246065204819	45.9788732808664	37.5729760105116	45.0395314104809	5.36369141414162	5.32622724073186	20.8065293055617	1.68061415312309	9.9202875112675	22.8109284990568
sus_circAEMK02000561.1:44849|51101	AEMK02000561.1:44849|51101	130.526707873827	25.4738772493243	3.00339434798365	8.48169580742081	2.219351800888e-17	7.37046733074906e-14	455.9517239317	482.544999377822	0	0	0	627.823771176401	0	0	0	0	0	0
sus_circANKHD1_11	2:142195747|142196740	2.77800279115616	5.00933339876761	1.16846391680226	4.28711004827317	1.8101263122003e-05	0.00207290671821282	8.66416577542422	5.41171961919053	0	4.67581762178302	3.66565619614747	10.9186742813287	0	0	0	0	0	0
sus_circANTXR2_4	8:137747353|137772606	11.1763324105386	1.4147243796496	0.438841701678657	3.22376924125031	0.0012651530410398	0.0392326202604105	7.5811450534962	11.7253925082462	16.4569131699504	14.0274528653491	24.7431793239955	23.2021828478235	5.36369141414162	7.45671813702461	9.15487289444715	4.20153538280774	6.94420125788725	3.25870407129382
sus_circAPBB2_6	8:31993513|31997428	11.8201260816339	2.81280771005191	0.53374794488452	5.26991763998358	1.36484985703937e-07	5.03629597247528e-05	32.4906216578408	34.2742242548734	9.52768657207655	10.1309381805299	23.8267652749586	13.6483428516609	2.29872489177498	5.32622724073186	2.4967835166674	1.68061415312309	3.968115004507	2.17246938086255
sus_circARHGAP29_16	4:123121212|123125471	9.96355686462371	1.88942044902598	0.503087603973069	3.75564898459936	0.000172892873565176	0.0104395860565445	24.9094766043446	16.2351588575716	18.1892198194189	14.8067558023129	9.16414049036869	10.9186742813287	6.12993304473328	0	4.16130586111234	1.68061415312309	7.936230009014	5.43117345215637
sus_circC18orf25_1	1:95846715|95847499	14.7856413599203	1.21246187739012	0.383891688989118	3.15834364787328	0.0015866839644684	0.044280482739492	25.9924973262727	30.666411175413	15.5907598452162	17.9239675501683	12.8297966865162	20.4725142774913	7.6624163059166	13.8481908259028	4.99356703333481	7.56276368905392	7.936230009014	11.948581594744
sus_circCDK19_37	1:76723120|76750287	15.9490071048151	1.96015884136802	0.475017742153832	4.12649605987398	3.68332311820941e-05	0.00339222337868972	6.49812433156817	36.0781307946035	19.0553731441531	14.0274528653491	43.9878743537697	32.7560228439861	6.89617467532494	9.58720903331736	9.98713406666962	4.20153538280774	3.968115004507	4.3449387617251
sus_circCEP162_43	1:53397627|53413955	2.59817314470249	4.95879637465266	1.11954770765288	4.42928545229101	9.45458156248082e-06	0.00125594661475995	6.49812433156817	5.41171961919053	3.46461329893693	11.6895440544576	2.74924214711061	1.36483428516609	0	0	0	0	0	0
sus_circCFLAR_1	15:104799802|104800213	3.17002441166648	2.90333979544817	0.901790291040596	3.21952877990951	0.00128401471159282	0.0392326202604105	7.5811450534962	9.01953269865089	7.79537992260809	2.33790881089151	5.49848429422121	1.36483428516609	1.53248326118332	0	0.832261172222468	0	0.992028751126751	1.08623469043127
sus_circCHCHD6_3	13:73237139|73239444	5.1274908791613	2.5357908018762	0.695096179871867	3.64811500236362	0.000264171393787045	0.014621886646113	3.24906216578408	11.7253925082462	7.79537992260809	10.9102411174937	11.9133826374793	6.82417142583045	1.53248326118332	0	3.32904468888987	0	0.992028751126751	3.25870407129382
sus_circDCP2_32	2:116783862|116793088	13.5870435414878	1.37028415342045	0.399508675970542	3.42992339300658	0.000603751680755314	0.0278480462748388	11.9132279412083	18.9410186671669	23.3861397678243	21.0411792980236	17.4118669317005	24.5670171329896	5.36369141414162	5.32622724073186	10.8193952388921	4.20153538280774	5.9521725067605	14.1210509756066
sus_circDZIP1L_4	13:78881041|78881367	6.28321756213501	4.72060253018098	1.01130075601715	4.66785227054741	3.04364610951837e-06	0.000594585219394736	27.0755180482007	22.5488317466272	7.79537992260809	3.89651468481919	7.33131239229495	4.09450285549827	0	0	1.66452234444494	0	0.992028751126751	0
sus_circEDC3_13	7:58868185|58868520	10.5022175395991	1.74819131616749	0.47324511909088	3.69405038878336	0.00022071003643411	0.0126375522585807	18.4113522727765	22.5488317466272	15.5907598452162	12.4688469914214	14.6626247845899	13.6483428516609	3.8312081529583	5.32622724073186	10.8193952388921	1.68061415312309	5.9521725067605	1.08623469043127
sus_circEHBP1_27	3:78998506|79012545	8.45935021260389	2.57720467964248	0.564834055468854	4.56276432819408	5.04844732190577e-06	0.000882415450318372	17.3283315508484	14.4312523178414	12.1261465462792	25.7169969198066	3.66565619614747	13.6483428516609	2.29872489177498	2.13049089629275	2.4967835166674	2.52092122968464	2.97608625338025	2.17246938086255
sus_circENSSSCG00000002460_1	7:114594354|114596124	27.5165174157151	1.07564465147848	0.322844028196033	3.33177806474818	0.000862930437305757	0.033022896548641	36.8227045455529	33.3722709850083	53.7015061335224	28.0549057306981	52.2356007951015	19.1076799923253	18.3897991341998	26.6311362036593	14.148439927782	17.6464486077925	14.8804312669013	15.2072856660378
sus_circENSSSCG00000010719_2	14:132485606|132488764	7.06241488896627	2.40527950498523	0.627186093572698	3.83503322161341	0.000125547323749983	0.00868630546195195	18.4113522727765	8.1175794287858	15.5907598452162	7.79302936963837	17.4118669317005	4.09450285549827	1.53248326118332	0	1.66452234444494	5.88214953593083	0.992028751126751	3.25870407129382
sus_circENSSSCG00000012693_6	X:110890003|110963021	12.4903625887624	7.20241259968465	2.19030462122371	3.28831548356078	0.00100788827394962	0.036382575628116	0	48.7054765727148	53.7015061335224	0	22.9103512259217	24.5670171329896	0	0	0	0	0	0
sus_circENSSSCG00000017608_5	12:32060088|32067455	48.9785205744066	1.91584570155904	0.428619573274924	4.46980450967456	7.82911221926456e-06	0.00108335340334073	29.2415594920568	51.4113363823101	65.8276526798016	104.426593553154	65.9818115306546	147.402102797938	4.59744978354996	27.6963816518057	25.8000963388965	13.4449132249848	36.7050637916898	15.2072856660378
sus_circENSSSCG00000033497_22	6:69106984|69124265	44.0309351419481	1.42616891868737	0.265889166364223	5.36377219948013	8.15016795303585e-08	3.86667253886172e-05	79.060512700746	79.3718877481278	42.4415129119774	71.695870200673	66.8982255796914	45.0395314104809	18.3897991341998	26.6311362036593	28.2968798555639	21.8479839906002	24.8007187781688	23.897163189488
sus_circENSSSCG00000039569,ENSSSCG00000034371,ENSSSCG00000031292_2	12:39366927|39391822	275.414384056289	11.6648834735726	2.67456754938323	4.36140918417358	1.29227433389378e-05	0.00165063194725432	0	979.521251073486	395.832069403544	0	1305.89001987754	623.729268320903	0	0	0	0	0	0
sus_circENSSSCG00000049447_9	3:51302945|51306765	7.16920024921535	2.67304166348778	0.624749231030964	4.27858335908108	1.88086551077733e-05	0.0020821181204305	9.74718649735225	13.5292990479763	21.6538331183558	7.79302936963837	8.24772644133182	13.6483428516609	3.8312081529583	0	3.32904468888987	0	0.992028751126751	3.25870407129382
sus_circENSSSCG00000051151_1	16:39980738|39984588	10.9230416525431	1.59276316716993	0.467399991661427	3.40770901922413	0.000655107132602447	0.0290081438316363	20.5773937166325	17.1371121274367	19.9215264688873	8.57233230660221	17.4118669317005	15.013177136827	8.42865793650826	6.39147268887824	6.65808937777975	3.36122830624619	0	7.60364283301892
sus_circFAM13B_40	2:140023010|140031581	15.7512105051297	1.1356258304021	0.354903612368339	3.19981479710465	0.0013751592176321	0.039712206623967	28.1585387701287	22.5488317466272	19.9215264688873	22.5997851719513	14.6626247845899	21.8373485626574	9.96114119769157	11.7176999296101	11.6516564111146	5.88214953593083	5.9521725067605	14.1210509756066
sus_circFGGY_27	6:153141619|153176886	7.98674438120044	2.80686478837474	0.71492026836999	3.92612283153528	8.63260842339905e-05	0.00624599450006854	6.49812433156817	12.6273457781112	18.1892198194189	19.4825734240959	14.6626247845899	12.2835085664948	0	0	4.16130586111234	0	7.936230009014	0
sus_circGFOD2_1	6:28311909|28312248	24.7217497667718	1.48079618358475	0.391221784053524	3.78505554635004	0.00015367425039461	0.0096292865200094	66.0642640376097	49.6074298425799	33.7799796646351	21.8204822349874	32.0744917162904	15.013177136827	19.1560407647915	14.9134362740492	13.3161787555595	5.88214953593083	10.9123162623943	14.1210509756066
sus_circGPR180_12	11:63740098|63751684	4.38904966538994	3.45068507926695	0.925781708784794	3.72732043258492	0.000193526349604812	0.0114768036970996	5.41510360964014	9.92148596851598	1.73230664946846	5.45512055874686	16.4954528826636	9.55383999616263	0.76624163059166	0	3.32904468888987	0	0	0
sus_circHACE1_42	1:71082647|71092173	4.82212563785768	2.61196157000535	0.73002294468756	3.57791709015836	0.000346343269610557	0.0179719687246353	3.24906216578408	9.01953269865089	4.33076662367116	10.1309381805299	8.24772644133182	15.013177136827	1.53248326118332	0	3.32904468888987	0.840307076561547	0	2.17246938086255
sus_circHSD17B7_9	4:87720879|87733052	3.14854814341035	4.18947035646625	1.00683503944066	4.16102955534175	3.16816076790544e-05	0.00318832179097393	5.41510360964014	7.21562615892071	6.92922659787386	4.67581762178302	6.41489834325808	5.45933714066436	0	0	0.832261172222468	0.840307076561547	0	0
sus_circINTS10_13	17:12061716|12084564	4.61429701927	3.85691393887787	0.971569836282543	3.96977530059532	7.19404427436965e-05	0.00542986841708673	8.66416577542422	8.1175794287858	11.259993221545	11.6895440544576	0	12.2835085664948	1.53248326118332	0	0.832261172222468	0	0.992028751126751	0
sus_circINVS_44	1:242018656|242018942	2.33857419599751	3.71901337758142	1.15518905735302	3.21939803178459	0.00128460038621554	0.0392326202604105	6.49812433156817	6.31367288905562	6.92922659787386	0	3.66565619614747	2.72966857033218	0	0	0	0.840307076561547	0	1.08623469043127
sus_circKCTD12_3	11:48945191|48946464	2.17650144391605	4.15089915472767	1.14291509397882	3.6318525991963	0.000281393843650189	0.0153198189305291	7.5811450534962	0.901953269865089	6.06307327313962	5.45512055874686	3.66565619614747	1.36483428516609	0	0	0	0	0	1.08623469043127
sus_circKPNA6_16	6:88644098|88646110	16.3519455132246	1.60598673147327	0.495708171193673	3.23978264793584	0.00119620844383248	0.0392326202604105	24.9094766043446	18.9410186671669	18.1892198194189	35.8479351003365	19.2446950297742	30.026354273654	8.42865793650826	12.7829453777565	0.832261172222468	7.56276368905392	0.992028751126751	18.4659897373317
