circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Z180_1SF	Z180_2SF	Z180_3SF	Z180_1PF	Z180_2PF	Z180_3PF	Y180_1SF	Y180_2SF	Y180_3SF	Y180_1PF	Y180_2PF	Y180_3PF
sus_circABCA6_36	12:11253178|11268222	62.5137823986768	1.71443833353734	0.385983152741284	4.4417439501213	8.92327053757079e-06	0.00228770348406971	159.690009215868	107.331139896819	49.5099511198405	164.63336798268	55.5067710740175	38.923918625528	34.0020014754005	33.9270681961535	15.9629949860706	31.808601906888	31.6225958968296	27.2469684080257
sus_circANO10_22	13:26937843|26939503	2.72862530120727	4.56037225501683	1.04565350906134	4.36126519492159	1.29312518890996e-05	0.00294688862494926	10.0545561358139	7.26300946670204	3.76024945213979	4.31623062126877	3.96476936242982	3.38468857613287	0	0	0	0	0	0
sus_circATRX_46	X:61688015|61691522	8.20351220914402	1.7203017409331	0.525444180403094	3.2739952312601	0.00106038400802217	0.043385746759754	21.2920012287824	12.9120168296925	12.534164840466	7.3992524936036	5.55067710740175	16.0772707366311	4.85742878220007	3.08427892692305	3.99074874651766	2.1205734604592	3.9528244871037	4.67090886994727
sus_circATRX_49	X:61688015|61702090	11.6167704380789	2.03307259669528	0.571861950911439	3.55518074502937	0.000377719339992675	0.0238369958869223	17.7433343573186	10.4910136741252	12.534164840466	38.8460755914189	15.0661235772333	14.3849264485647	1.61914292740002	4.62641839038457	15.9629949860706	1.0602867302296	3.9528244871037	3.11393924663151
sus_circBBS9_30	18:40367081|40381716	3.18945164382502	3.20342495732646	0.953239996198183	3.36056498898778	0.000777832287756578	0.0362701007074769	4.14011135004101	8.07001051855782	7.52049890427958	2.46641749786787	7.13658485237368	5.07703286419931	0	3.08427892692305	0	0	0	0.778484811657878
sus_circBBS9_9	18:40161261|40184681	5.8968120308269	2.38354462682802	0.673610133074775	3.53846314031537	0.000402463466809871	0.0246403752366282	7.68877822150474	7.26300946670204	10.0273318723728	8.63246124253754	10.3084003423175	14.3849264485647	0	6.1685578538461	0	0	3.9528244871037	2.33545443497363
sus_circBRD4_9	2:62312200|62313757	4.84066447438215	3.03316474958761	0.806351645475549	3.76159057479047	0.000168836259231003	0.0133185833724149	10.0545561358139	4.03500525927891	10.0273318723728	9.24906561700451	7.13658485237368	10.1540657283986	0.809571463700011	4.62641839038457	1.99537437325883	0	0	0
sus_circCARF_13	15:106414678|106437731	12.9815848806036	3.12196306871223	0.576712124140652	5.41338206364953	6.1845333689651e-08	4.22815931324914e-05	11.2374450929685	29.8590389186639	16.921122534629	28.3638012254805	35.6829242618684	16.9234428806644	2.42871439110003	6.1685578538461	0	4.24114692091841	3.9528244871037	0
sus_circCARF_22	15:106414678|106465899	8.72007270990096	4.83095013011687	1.11375830514601	4.33752108316134	1.44098715724042e-05	0.00311101543105274	0	4.84200631113469	16.2944142926057	29.5970099744144	43.6124629867281	7.61554929629897	1.61914292740002	0	0	1.0602867302296	0	0
sus_circCCAR1_12	14:71844195|71857332	8.79638288870984	1.76230612041381	0.535498436710845	3.29096408056445	0.000998446612964154	0.0421219979415837	7.09733374292745	16.9470220889714	11.2807483564194	8.63246124253754	18.2379390671772	19.461959312764	4.85742878220007	9.25283678076915	3.99074874651766	4.24114692091841	0	1.55696962331576
sus_circCHIC1_1	X:59188400|59197149	1.72966501200292	3.90677807286765	1.21136818051412	3.22509550416751	0.00125930651466674	0.0496699550304131	2.36577791430915	1.61400210371156	1.2534164840466	9.86566999147147	3.96476936242982	1.69234428806644	0	0	0	0	0	0
sus_circCRISP2_2	7:43753157|43754419	2.62947118235741	4.49928990926545	1.10368243502813	4.07661639477914	4.56957864014556e-05	0.00669443270781325	8.28022270008203	5.64900736299048	5.64037417820968	0.616604374466967	7.13658485237368	4.23086072016609	0	0	0	0	0	0
sus_circDNM3_7	9:114390363|114391922	12.2073821242203	2.37183609781145	0.579919572178101	4.08993972888887	4.31485298363465e-05	0.00669443270781325	11.2374450929685	15.3330199852599	12.534164840466	16.0317137361411	21.4097545571211	47.3856400658602	0.809571463700011	3.08427892692305	0	8.48229384183681	3.9528244871037	6.22787849326302
sus_circECPAS_45	1:252271582|252280307	21.4793321191304	1.91319085672121	0.496203727065884	3.85565595815684	0.000115419718442764	0.0109261612557799	33.7123352789054	25.0170326075293	16.921122534629	67.8264811913664	19.8238468121491	43.1547793456941	8.90528610070012	4.62641839038457	7.98149749303532	9.54258057206641	0	20.2406051031048
sus_circEIF2AK2_6	3:103051982|103055415	3.42738813100297	4.89277925103922	1.08561126685393	4.50693484898915	6.57708173463846e-06	0.0017986126183658	11.2374450929685	6.45600841484626	4.38695769416309	12.3320874893393	0.792953872485965	5.92320500823253	0	0	0	0	0	0
sus_circENSSSCG00000001229_28	7:22920060|22958923	62.3777747165995	9.06833380311091	2.66627950961641	3.4011189638612	0.000671106153490627	0.032772350495459	13.0117785287003	240.486313453023	58.91057475019	0	436.124629867281	0	0	0	0	0	0	0
sus_circENSSSCG00000015313_17	9:72153385|72160471	21.6728976278777	2.3058215495419	0.358713542577205	6.42803038038529	1.29267910284977e-10	2.65128483994487e-07	33.7123352789054	36.3150473335102	34.4689533112814	32.0634274722823	38.8547397518123	42.3086072016609	3.23828585480004	7.71069731730762	1.99537437325883	10.602867302296	7.9056489742074	10.8987873632103
sus_circENSSSCG00000036428_6	3:28903672|28904794	42.8507504834723	1.29941828727129	0.330608506314917	3.9303837089828	8.48104059091111e-05	0.00908007819650426	65.0588926435017	100.068130430117	61.4174077182832	43.1623062126877	65.0222175438491	32.1545414732623	18.6201436651003	16.9635340980768	15.9629949860706	27.5674549859696	31.6225958968296	36.5887861479203
sus_circENSSSCG00000042710_2	4:89111117|89111486	32.6114225997783	1.57447892874607	0.376427498190616	4.18268839634235	2.88082116553413e-05	0.00492380350875875	51.455669636224	45.9990599557796	52.0167840879337	26.5139881020796	64.2292636713632	53.3088450740928	7.2861431733001	13.8792551711537	25.9398668523648	11.6631540325256	7.9056489742074	31.1393924663151
sus_circEZH1_8	12:20118352|20123255	11.0751824996535	2.0362526661963	0.482629228355467	4.21908277941376	2.45298204545756e-05	0.00479149159546043	28.3893349717098	19.3680252445388	11.2807483564194	20.3479443574099	16.6520313222053	11.8464100164651	4.85742878220007	9.25283678076915	1.99537437325883	4.24114692091841	0	4.67090886994727
sus_circFAM13A_17	8:130257256|130277496	2.13340018671312	4.192937887841	1.06962253281306	3.92001641627139	8.85429370697636e-05	0.00908007819650426	3.54866687146373	7.26300946670204	2.50683296809319	4.93283499573574	3.96476936242982	3.38468857613287	0	0	0	0	0	0
sus_circGJC1_9	12:18552929|18555766	14.2181877669835	1.97625489154959	0.600913377444629	3.28875169987656	0.00100632759587401	0.0421219979415837	16.5604454001641	20.1750262963946	13.1608730824893	44.3955149616216	32.5111087719246	9.3078935843654	0.809571463700011	1.54213946346152	0	7.42200711160721	13.8348857048629	10.8987873632103
sus_circISOC1_1	2:131867333|131869501	4.20558262530349	3.36015664951002	0.927417885391907	3.6231311714353	0.000291058124769101	0.0204127097749447	6.50588926435017	12.1050157778367	3.76024945213979	1.8498131234009	13.4802158322614	9.3078935843654	1.61914292740002	0	0	1.0602867302296	0	0.778484811657878
sus_circKANSL1L_25	15:112808098|112870004	2.89189412889838	3.09833837825257	0.947371918411118	3.27045621475559	0.00107374163146231	0.043385746759754	3.54866687146373	3.22800420742313	8.77391538832617	6.78264811913664	4.75772323491579	4.23086072016609	0	1.54213946346152	0	1.0602867302296	0	0.778484811657878
sus_circKCTD3_10	10:5761746|5777849	1.75132029048009	3.91295458183912	1.1208485542809	3.49106448582569	0.000481100117989373	0.0267646306897763	4.7315558286183	4.03500525927891	1.2534164840466	3.6996262468018	4.75772323491579	2.53851643209966	0	0	0	0	0	0
sus_circKCTD3_16	10:5761746|5812467	2.82550433300597	4.61029931645636	1.14063068298926	4.04188611196582	5.30229850558378e-05	0.00750000981720851	1.18288895715458	4.84200631113469	3.76024945213979	16.0317137361411	5.55067710740175	2.53851643209966	0	0	0	0	0	0
